QUANTITYORDERED,PRICEEACH,QTR_ID,PRODUCTLINE_Classic Cars,PRODUCTLINE_Motorcycles,PRODUCTLINE_Planes,PRODUCTLINE_Ships,PRODUCTLINE_Trains,PRODUCTLINE_Trucks and Buses,PRODUCTLINE_Vintage Cars,Cluster GMM
27.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
49.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
27.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
39.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
24.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
45.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
24.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
49.0,63.38,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
26.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
49.0,62.09,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
34.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
34.0,95.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
33.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
22.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
39.0,89.38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
32.0,63.84,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
24.0,75.01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
21.0,63.84,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
24.0,73.42,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
36.0,63.84,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
20.0,81.4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
30.0,64.64,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
44.0,82.99,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
28.0,92.57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
37.0,77.41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
20.0,74.21,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
25.0,90.17,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
35.0,76.61,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
38.0,83.79,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
41.0,69.43,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
22.0,76.61,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
49.0,81.4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
38.0,73.42,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
33.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36.0,93.56,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
34.0,81.62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
24.0,67.83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
36.0,70.26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
34.0,90.17,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
41.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
24.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
21.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
24.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
48.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
26.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
37.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
49.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
34.0,99.54,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
48.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
36.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
31.0,97.17,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
41.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
21.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
38.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
45.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
26.0,58.38,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
38.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
48.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
42.0,64.16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
49.0,35.71,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
32.0,66.58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
54.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
33.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
36.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
20.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
29.0,97.89,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
33.0,97.89,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
50.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
41.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
47.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
33.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21.0,93.28,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
41.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
28.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
23.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
23.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
25.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
24.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
39.0,64.74,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
55.0,75.2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
46.0,88.45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
50.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
47.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
97.0,93.28,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
32.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
35.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
49.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
38.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
32.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
34.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
36.0,99.17,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
48.0,93.34,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
21.0,96.84,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
21.0,93.34,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
34.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
32.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
29.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
41.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
43.0,96.84,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
24.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
41.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
46.0,98.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
32.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
22.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
29.0,40.25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
42.0,49.6,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
39.0,98.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
27.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
48.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
29.0,85.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
27.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
54.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
26.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
34.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
25.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
23.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
28.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
35.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
44.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
22.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
42.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
29.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
32.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
41.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
26.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
34.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
41.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
37.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
37.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
41.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
46.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
40.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
43.0,97.6,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
30.0,87.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
35.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
36.0,93.77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
61.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
38.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
39.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
33.0,99.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
32.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
31.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
50.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
48.0,91.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
43.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
25.0,87.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
36.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
27.0,89.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
25.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
40.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
34.0,95.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
50.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
38.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
37.0,95.55,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
43.0,89.38,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
43.0,86.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,95.13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
42.0,36.11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
50.0,50.18,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
44.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
27.0,93.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
51.0,95.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,50.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48.0,49.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
42.0,54.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
49.0,43.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30.0,58.22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
45.0,51.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48.0,44.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
32.0,54.45,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,53.37,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48.0,63.61,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33.0,43.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31.0,48.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20.0,58.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
29.0,51.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
27.0,57.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
24.0,56.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
37.0,48.52,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
25.0,44.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,57.68,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
27.0,89.89,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21.0,58.95,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
22.0,72.41,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
32.0,98.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
25.0,52.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
42.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
25.0,51.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
37.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
26.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
44.0,99.55,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
47.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
43.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
42.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
42.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
29.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
40.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
38.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
38.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
24.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
36.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
23.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
20.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
32.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
29.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
44.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
44.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
49.0,56.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
34.0,42.64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
59.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
37.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
36.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
43.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
21.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
32.0,100.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
38.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
43.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
42.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
32.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
42.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
31.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
49.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
45.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
49.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
41.0,100.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
45.0,100.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
36.0,100.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
39.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
27.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
25.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
41.0,100.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
39.0,99.52,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
28.0,57.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
25.0,54.57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
33.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
34.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
24.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
30.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
42.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
21.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
34.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
29.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
24.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
44.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
21.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
33.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
30.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
26.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
41.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
26.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
32.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
43.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
48.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
44.0,74.04,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
45.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
37.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
39.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
76.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
37.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
38.0,82.39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
43.0,72.38,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
48.0,79.31,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
26.0,82.39,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
38.0,88.55,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
20.0,63.14,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
22.0,73.92,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
45.0,90.86,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
45.0,85.47,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
20.0,66.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
47.0,64.68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
46.0,73.92,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
23.0,83.93,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
33.0,74.69,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
29.0,90.86,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
44.0,82.39,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
41.0,92.4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
20.0,91.63,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
37.0,78.54,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
29.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
55.0,65.45,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
22.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
31.0,67.76,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
49.0,79.22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
61.0,73.92,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
39.0,83.93,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
38.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
31.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
36.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
25.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
48.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
35.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
21.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
47.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
38.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
41.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
24.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
37.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
33.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
49.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
29.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
24.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
47.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
24.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
25.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
30.0,32.47,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
22.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.0,64.69,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
34.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
36.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
34.0,43.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
48.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
34.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
24.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
46.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
